#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
HIV-1_SL4            RF01382   3cgs_B               -          cm       11       20       13        4      -    5'    2 0.60   0.0    8.2       5.5 ?   HIV-1 stem-loop 4 packaging signal
tRNA-Sec             RF01852   7paj_8               -          cm        1       91        1       72      +    no    1 0.57   0.0   25.6    0.0011 !   Selenocysteine transfer RNA
beta_tmRNA           RF01850   7paj_8               -          cm       85      113       48       76      +    3'    4 0.62   0.0   13.4    0.0062 !   Betaproteobacteria transfer-messenger RNA
cyano_tmRNA          RF01851   7paj_8               -          cm       59       89       46       76      +    3'    4 0.61   0.0    9.6      0.37 ?   Cyanobacteria transfer-messenger RNA
YrlA                 RF02553   7paj_8               -          cm       56      114        1       56      +    5'    2 0.55   0.0   12.5       2.5 ?   Y RNA-like
tRNA                 RF00005   7paj_6               -          cm        1       71        1       73      +    no    1 0.56   0.0   69.8   4.3e-16 !   tRNA
tRNA-Sec             RF01852   7paj_6               -          cm        1       91        1       72      +    no    1 0.57   0.0   25.6    0.0011 !   Selenocysteine transfer RNA
beta_tmRNA           RF01850   7paj_6               -          cm       85      113       48       76      +    3'    4 0.62   0.0   13.4    0.0062 !   Betaproteobacteria transfer-messenger RNA
cyano_tmRNA          RF01851   7paj_6               -          cm       59       89       46       76      +    3'    4 0.61   0.0    9.6      0.37 ?   Cyanobacteria transfer-messenger RNA
YrlA                 RF02553   7paj_6               -          cm       56      114        1       56      +    5'    2 0.55   0.0   12.5       2.5 ?   Y RNA-like
SSU_rRNA_bacteria      RF00177   6wd7_3               -          cm        1     1533        1     1539      +    no    1 0.55  14.5 1564.7         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   6wd7_3               -          cm        1     1478        5     1539      +    no    1 0.55  15.0 1025.8         0 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   6wd7_3               -          cm        1     1311        5     1536      +    no    1 0.55  15.6  727.4  4.5e-223 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   6wd7_3               -          cm        1     1831        5     1536      +    no    1 0.55  15.6  694.3  5.2e-209 !   Eukaryotic small subunit ribosomal RNA
Betaproteobacteria-1   RF02932   6wd7_3               -          cm        1      120      676      757      +    no    1 0.60   0.0   13.9       9.4 ?   Betaproteobacteria-1 RNA
LSU_rRNA_bacteria    RF02541   6wd7_1               -          cm        1     2925        1     2903      +    no    1 0.53  44.6 2868.7         0 !   Bacterial large subunit ribosomal RNA
LSU_rRNA_archaea     RF02540   6wd7_1               -          cm        1     2987        1     2903      +    no    1 0.53  44.6 1860.3         0 !   Archaeal large subunit ribosomal RNA
LSU_rRNA_eukarya     RF02543   6wd7_1               -          cm        1     3401      160     2893      +    no    1 0.54  43.6 1269.0         0 !   Eukaryotic large subunit ribosomal RNA
5_8S_rRNA            RF00002   6wd7_1               -          cm        1      154       13      166      +    no    1 0.49   0.0   38.0   1.7e-07 !   5.8S ribosomal RNA
sR14                 RF01145   6wd7_1               -         hmm       15       43     1505     1532      +     -    6 0.57   0.0   16.4     0.082 ?   Small nucleolar RNA sR14
5S_rRNA              RF00001   6wd7_2               -          cm        1      120        3      118      +    no    1 0.66   0.0   92.8   1.8e-21 !   5S ribosomal RNA
DUF805b              RF02914   6wd7_2               -          cm        1       35       94      108      +    no    1 0.53   0.0    9.3       3.4 ?   DUF805b RNA
AS-pc02              RF02876   6wd7_2               -          cm      140      185        1       44      +    5'    2 0.75   0.0    8.5       3.8 ?   Antisense to pHK01_099
tRNA                 RF00005   6wd7_5               -          cm        1       71        1       74      +    no    1 0.66   0.0   61.4   8.6e-14 !   tRNA
tRNA-Sec             RF01852   6wd7_5               -          cm        1       91        2       72      +    no    1 0.68   0.0   26.3   0.00073 !   Selenocysteine transfer RNA
tmRNA                RF00023   6wd7_5               -          cm       22      374        2       77      +    5'    2 0.66   0.0    6.9      0.19 ?   transfer-messenger RNA
beta_tmRNA           RF01850   6wd7_5               -          cm       82      113       46       77      +    3'    4 0.66   0.0    5.6       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   6wd7_5               -          cm       56      114        1       60      +    5'    2 0.63   0.0   11.4       5.2 ?   Y RNA-like
Bp1_738              RF02422   6wd7_5               -          cm       58      136        1       77      + 5'&3'    4 0.66   0.0    8.0       7.4 ?   Burkholderia sRNA Bp1_Cand738_SIPHT
tRNA                 RF00005   6wd7_6               -          cm        1       71        1       74      +    no    1 0.66   0.0   61.4   8.6e-14 !   tRNA
tRNA-Sec             RF01852   6wd7_6               -          cm        1       91        2       72      +    no    1 0.68   0.0   26.3   0.00073 !   Selenocysteine transfer RNA
tmRNA                RF00023   6wd7_6               -          cm       22      374        2       77      +    5'    2 0.66   0.0    6.9      0.19 ?   transfer-messenger RNA
beta_tmRNA           RF01850   6wd7_6               -          cm       82      113       46       77      +    3'    4 0.66   0.0    5.6       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   6wd7_6               -          cm       56      114        1       60      +    5'    2 0.63   0.0   11.4       5.2 ?   Y RNA-like
Bp1_738              RF02422   6wd7_6               -          cm       58      136        1       77      + 5'&3'    4 0.66   0.0    8.0       7.4 ?   Burkholderia sRNA Bp1_Cand738_SIPHT
Mu-gpT-DE            RF03012   6wd7_4               -          cm       40       53        1       14      +    5'    2 0.36   0.0    8.9       1.9 ?   Mu-gpT-DE RNA
tRNA                 RF00005   6wd7_7               -          cm        1       71        1       73      +    no    1 0.59   0.0   68.3   1.1e-15 !   tRNA
tRNA-Sec             RF01852   6wd7_7               -          cm        1       91        1       72      +    no    1 0.60   0.0   26.5   0.00064 !   Selenocysteine transfer RNA
YrlA                 RF02553   6wd7_7               -          cm       56      114        1       51      +    5'    2 0.57   0.0   12.5       2.6 ?   Y RNA-like
CRISPR-DR9           RF01322   6wd7_7               -          cm        1       37       19       38      +    no    1 0.45   0.0   10.7       7.1 ?   CRISPR RNA direct repeat element
beta_tmRNA           RF01850   6wd7_7               -          cm       85      113       48       76      +    3'    4 0.62   0.0    4.3       7.3 ?   Betaproteobacteria transfer-messenger RNA
astro_FSE            RF01833   2e9t_B               -          cm        1        8        8        1      -    3'    3 0.75   0.0    5.0       4.3 ?   ribosomal frameshift site
astro_FSE            RF01833   2e9t_E               -          cm        1        8        8        1      -    3'    3 0.75   0.0    5.0       4.3 ?   ribosomal frameshift site
LSU_rRNA_bacteria    RF02541   4v6f_AA              -          cm        1     2923        1     2909      +    3'    3 0.64 207.0 2715.6         0 !   Bacterial large subunit ribosomal RNA
LSU_rRNA_archaea     RF02540   4v6f_AA              -          cm        1     2987        1     2909      +    no    1 0.64 207.0 1927.7         0 !   Archaeal large subunit ribosomal RNA
LSU_rRNA_eukarya     RF02543   4v6f_AA              -          cm        1     3401      147     2900      +    no    1 0.63 189.8 1155.4         0 !   Eukaryotic large subunit ribosomal RNA
5_8S_rRNA            RF00002   4v6f_AA              -          cm        1      154       13      157      +    no    1 0.70   3.4   48.4   1.7e-10 !   5.8S ribosomal RNA
RF_site5             RF01093   4v6f_AA              -          cm        1       60     1740     1797      +    no    1 0.69   0.0   22.8      0.64 ?   Ma3 gene ribosomal frameshift signal
CRISPR-DR12          RF01325   4v6f_AA              -          cm        1       30     2701     2729      +    no    1 0.66   0.0   20.0       0.8 ?   CRISPR RNA direct repeat element
Hrs13                RF02631   4v6f_AA              -          cm        1       82     2107     2034      -    no    1 0.58   0.0   16.5      0.99 ?   Hfq-regulated sRNA 13
CRISPR-DR29          RF01340   4v6f_AA              -          cm        1       37      153      117      -    no    1 0.78   0.0   18.1       2.5 ?   CRISPR RNA direct repeat element
Streptomyces-metK    RF03063   4v6f_AA              -          cm        1      117     2649     2546      -    no    1 0.62   0.0   15.2       9.6 ?   Streptomyces-metK RNA
5S_rRNA              RF00001   4v6f_AB              -          cm        1      120        5      121      +    no    1 0.69   0.3  112.3   1.2e-26 !   5S ribosomal RNA
IRES_c-myc           RF00216   4v6f_AB              -          cm        1       65       58      122      +    3'    3 0.72   0.3    7.0       2.7 ?   c-myc internal ribosome entry site (IRES)
rox1                 RF01667   4v6f_AB              -          cm        1       59       54       36      -    no    1 0.53   0.0   11.8         8 ?   Drosophila rox1 ncRNA
5S_rRNA              RF00001   4v6f_DB              -          cm        1      120        5      121      +    no    1 0.69   0.3  112.3   1.2e-26 !   5S ribosomal RNA
IRES_c-myc           RF00216   4v6f_DB              -          cm        1       65       58      122      +    3'    3 0.72   0.3    7.0       2.7 ?   c-myc internal ribosome entry site (IRES)
rox1                 RF01667   4v6f_DB              -          cm        1       59       54       36      -    no    1 0.53   0.0   11.8         8 ?   Drosophila rox1 ncRNA
SSU_rRNA_bacteria      RF00177   4v6f_BA              -          cm        1     1533        1     1516      +    no    1 0.64  89.6 1499.7         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   4v6f_BA              -          cm        1     1478        3     1514      +    no    1 0.64  92.4 1032.3         0 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   4v6f_BA              -          cm        1     1311        3     1511      +    no    1 0.64  92.8  677.7  1.2e-207 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   4v6f_BA              -          cm        1     1831        3     1511      +    no    1 0.64  92.8  638.1  7.7e-192 !   Eukaryotic small subunit ribosomal RNA
BMV3_UPD-PK1           RF01108   4v6f_BA              -          cm        1       26     1448     1473      +    no    1 0.69   0.0   19.5      0.54 ?   Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
PyrR205                RF02803   4v6f_BA              -          cm        1       61      206      155      -    no    1 0.63   0.0   13.9       8.7 ?   Pyrobaculum sRNA 205
